,sentence,sentiment_values
10162,"the by Undone overly complicated and glacier-paced screenplay , the derivative its and characters stereotypical direction .",0
10163,"things that scenarios in which out hero might have the opportunity to triumphantly sermonize , and too few many allow okay to wonder for ourselves if too will turn an us .",0
10164,Such a viewers show seated its luckiest bad will be movie next to one of pinheads ignorant those who talk throughout the that .,0
10165,Program the well-meaningness in the world ca n't erase the All that the Believer for like a The fact feels 12-Step Jewish Nazi .,0
10166,to tongue ridiculous to bite your keep May cause from laughing at the you oh-so or the dialog convenient plot twists .,0
10167,I disbelief the watched insanity of No Such mounting with Thing brainless .,0
10168,hastily amateurishly Even and . can animation not drawn engage the,0
10169,"Green way want to hang onto mask ski as , project robbery to be the only might may pay for his next that .",0
10170,like . treats It idiots women,0
10171,Looks more and a to video targeted at people who like travel-agency topless bikes worthwhile like roll lights the mud than a ride glimpse of independent-community guiding in .,0
10172,"When 's comes . it video cure then out on the perfect , for insomnia it",0
10173,"I bordering it slow , drab found and , melodramatic on .",0
10174,lapdance would a n't characterization subtle know if it monster on people giant furry put costume and then gave them a These .,0
10175,"little is a mannered \*\*\*\* , ugly destructive and bad Stitch .",0
10176,"The unimaginative 's infantile cross-dressing comedian fill latest Hot Chick , Rob the gimmick from this Schneider routines .",0
10177,Scarcely mention worth a apart from reporting on the number of tumbleweeds blowing through company empty with graced . its the theatres,0
10178,No . should through convict guilty of some of heinous crime but have to Master a The sit truly Disguise one,0
10179,"and killers , formulaic A of boring serial mix stalk . slash 'n'",0
10180,Animal of work but Tries failure vein as the brilliance to the House in instead comes closer to the same of the third Revenge of the Nerds sequel .,0
10181,. Disgusting,0
10182,"Stitch mannered \*\*\*\* bad . a ugly is destructive little , and",0
10183,May cause plot you oh-so your tongue to keep the laughing at the ridiculous dialog or from . convenient to twists bite,0
10184,is well . below expectations Below,0
10185,"A , history humourless lesson turgid little and dull .",0
10186,"this are , the The , the remained script all direct-to-video stuff , and . 's where gags film should have characters that",0
10187,into aimlessly and unsuccessfully three attempts least at fuse to dull one It plots good one .,0
10188,", we 're have slap protagonist Genevieve LePlouff her she 's French same do we to that because option to slap If creators because they 're clueless and inept ?",0
10189,. than weaker one most 's This,0
10190,", 's simply stupid , irrelevant . It , and truly bottomlessly cynical deeply",0
10191,the long and relentlessly case is . a clear This of preaching to saccharine converted film,0
10192,You more ( from director of expect ( cliche ) and screenwriter Nicholas Kazan Apted Reversal Michael Fortune ) than this Enigma pileup .,0
10193,"derivative dull dumb horror and A , film .",0
10194,"movie is a joke Bartleby , and one-joke bad a at that .",0
10195,"Merely literally and to ) tosses brutality sex at and offers half-hearted paeans ( empowerment that are repeatedly undercut by expense around of the jokes , most toys women 's the .",0
10196,movie nothing this funny in is every-joke-has - been-told-a - thousand-times There before . -,0
10197,"weak when as if you 're watching a movie that was made in 1978 but and released then has it was so It , and even has been unearthed not released now , 's it because become it weaker .",0
10198,Pluto Nash is a whole of,0
10199,"trashy , exploitative ,",0
10200,Klein work us .,0
10201,Before 're desperate for evening to end .,0
10202,What me on Santa Clause Santa bumps against 21st hard it 's icky .,0
10203,"Dull , road-trip that 's surprisingly short adventure .",0
10204,"Instead letting the laughs they may , Lawrence trademark -- , comedy -- or take",0
10205,didactic and dull,0
10206,"like easily on the upscale , there here",0
10207,High Crimes were it instead of title,0
10208,real fatal a film that on .,0
10209,is a cop-out,0
10210,sentimental true,0
10211,got a watching meaningless downer,0
10212,is more than Home raised new self-deprecating .,0
10213,"A so-so , made-for-TV something posing a movie .",0
10214,A real clunker .,0
10215,A lackluster unessential sequel the classic Disney Barrie 's Peter Pan .,0
10216,"A stupid affair , its hackneyed and meanspirited storyline with performers who value credibility",0
10217,"It is , uncouth incomprehensible , and absurd .",0
10218,adaptation that only ever the between,0
10219,"What soured me on 2 Santa reality , it 's icky",0
10220,A movie far and lazy than anything a fictitious to .,0
10221,storyline morality make of cliches images might accurately be titled Mr. off Old .,0
10222,`` '' overall sense of mystery and episode rather than documentary actually into .,0
10223,Bread My Sweet many flaws would easy critics to shred,0
10224,attack on patience .,0
10225,"The director nearly hours excruciatingly tedious cinema that , an in , water seem",0
10226,- 's a of as,0
10227,Opens at a on 's death and does n't get livelier hours .,0
10228,This is and ridiculous and an insult family mother through the horrible of death cancer,0
10229,"times , it actually hurts watch",0
10230,A work that lacks both a a,0
10231,"the Men Black , second small change",0
10232,build around dictator-madman is off-putting say to mention and,0
10233,"Be , if depressed anything watching this film you may just end trying in lake afterwards .",0
10234,never gets the,0
10235,"Fails this character understandable in her , motivation Well end film grows dull characters fate it care .",0
10236,is n't quite the movies,0
10237,of these just voyeuristic be consumed and,0
10238,several of tacky you 'll be for of Bruckheimer especially because Half Past like on Wal-Mart .,0
10239,fire through some of 's holes and scripters do deserve any .,0
10240,'s shame that and its underlying themes ... even,0
10241,another comedy -- ugh .,0
10242,piece of is bad and absolutely .,0
10243,Was nothing more than tepid exercise out formula that worked five ago but has lost its ?,0
10244,"Purposefully shocking in its , if unintentionally dull in lack of frissons .",0
10245,Movies Crimes the dead horse surprise if it .,0
10246,... Blade is top-heavy blazing guns filmed disintegrating effects and camera moves that other purpose call to,0
10247,sermonizing and paean to,0
10248,The entire movie in need a scented bath .,0
